study_code,group,platform,start_ms,end_ms,raw_duration_ms,prompt_excluded_duration_ms,mean_dwell_ms,swipe_count,risk_score,risk_level,sentiment_reliability,nsd_percent,oov_ratio
P-06Y,CONTROL,TIKTOK,1779111155000,1779113442409,2287409,2287409,5619,404,99.0,CRITICAL,RELIABLE,78.1901316558138,0.075137557256333
P-12Y,CONTROL,INSTAGRAM,1779111411000,1779113828265,2417265,2417265,6825,359,91.78,CRITICAL,RELIABLE,51.7277257939455,0.102805268439827
P-08Y,CONTROL,INSTAGRAM,1779111694000,1779113209225,1515225,1515225,4022,378,99.0,CRITICAL,RELIABLE,79.6871899401284,0.36947980760697
P-07X,INTERVENTION,TIKTOK,1779111711000,1779114228652,2517652,2355556,3144,798,99.0,CRITICAL,SENTIMENT_UNRELIABLE,,0.647792087107489
P-16Y,CONTROL,TIKTOK,1779111718000,1779113037709,1319709,1319709,8712,152,68.24,CRITICAL,SENTIMENT_UNRELIABLE,,0.907442527690372
P-17X,INTERVENTION,TIKTOK,1779112610000,1779113603375,993375,991223,8130,121,41.75,WARNING,RELIABLE,15.670771109736,0.065042959034167
P-09X,INTERVENTION,TIKTOK,1779113016000,1779114842830,1826830,1718856,5614,327,88.26,CRITICAL,RELIABLE,59.6087614970281,0.27933349984966
P-03X,INTERVENTION,INSTAGRAM,1779113134000,1779114926234,1792234,1690398,2306,782,99.0,CRITICAL,RELIABLE,57.4252690181305,0.386472706544417
P-02Y,CONTROL,INSTAGRAM,1779113335000,1779115902420,2567420,2567420,6027,428,99.0,CRITICAL,RELIABLE,70.9947334443957,0.280045233565415
P-11X,INTERVENTION,INSTAGRAM,1779113952000,1779115405251,1453251,1274501,5974,249,87.38,CRITICAL,RELIABLE,75.4020317142989,0.308772884888712
P-07X,INTERVENTION,INSTAGRAM,1779115017000,1779116472840,1455840,1347955,2928,502,96.41,CRITICAL,RELIABLE,60.6632931099234,0.231011729485982
P-05X,INTERVENTION,FACEBOOK,1779115394000,1779117295813,1901813,1764941,2095,906,96.84,CRITICAL,SENTIMENT_UNRELIABLE,,0.90454110462297
P-21X,INTERVENTION,FACEBOOK,1779115484000,1779116667641,1183641,1102572,8599,135,46.41,WARNING,RELIABLE,24.6159497859556,0.401077158127464
P-33X,INTERVENTION,FACEBOOK,1779115731000,1779116422728,691728,691728,19590,33,21.54,SAFE,RELIABLE,24.3870692859979,0.179187249940741
P-16Y,CONTROL,FACEBOOK,1779115894000,1779117524269,1630269,1630269,4427,369,90.75,CRITICAL,RELIABLE,69.0768647923084,0.231883688292217
P-11X,INTERVENTION,INSTAGRAM,1779116413000,1779117207863,794863,747117,7837,102,69.59,CRITICAL,RELIABLE,59.6696270801808,0.417203590162494
P-04Y,CONTROL,TIKTOK,1779145640000,1779148526101,2886101,2886101,2597,1109,99.0,CRITICAL,SENTIMENT_UNRELIABLE,,0.944447597028975
P-09X,INTERVENTION,INSTAGRAM,1779145714000,1779147313190,1599190,1443546,5553,293,86.59,CRITICAL,RELIABLE,64.0305255844813,0.205661742669939
P-28Y,CONTROL,INSTAGRAM,1779146057000,1779146504537,447537,447537,16699,25,21.26,SAFE,RELIABLE,21.739061220731,0.172951207701728
P-08Y,CONTROL,INSTAGRAM,1779146507000,1779150643789,4136789,4136789,4177,987,99.0,CRITICAL,RELIABLE,67.6860920452392,0.373973563929541
P-09X,INTERVENTION,TIKTOK,1779147069000,1779148179620,1110620,1070519,6263,174,78.65,CRITICAL,RELIABLE,64.8937460058764,0.080670271981078
P-02Y,CONTROL,INSTAGRAM,1779147267000,1779149635208,2368208,2368208,4055,585,99.0,CRITICAL,RELIABLE,85.1974253567125,0.189631119704793
P-44Y,CONTROL,FACEBOOK,1779147546000,1779147771100,225100,225100,34059,6,0.0,SAFE,RELIABLE,21.252654942616,0.261350178648557
P-30Y,CONTROL,INSTAGRAM,1779147717000,1779148289883,572883,572883,16294,32,22.2,SAFE,RELIABLE,31.6811834342915,0.286689853744169
P-27X,INTERVENTION,TIKTOK,1779148150000,1779149194360,1044360,1010201,8279,129,56.33,WARNING,RELIABLE,59.8614834615725,0.158371356541879
P-06Y,CONTROL,INSTAGRAM,1779148157000,1779149642067,1485067,1485067,6054,247,94.63,CRITICAL,RELIABLE,72.1259552725205,0.099614993423915
P-49X,INTERVENTION,INSTAGRAM,1779148741000,1779149313899,572899,572899,14991,41,0.0,SAFE,RELIABLE,9.6052261889517,0.179812952734419
P-16Y,CONTROL,FACEBOOK,1779148895000,1779151049893,2154893,2154893,5589,383,85.85,CRITICAL,SENTIMENT_UNRELIABLE,,0.851839734755411
P-22Y,CONTROL,INSTAGRAM,1779149408000,1779150170370,762370,762370,15746,51,30.79,SAFE,RELIABLE,36.1939301602871,0.113351680842459
P-33X,INTERVENTION,TIKTOK,1779149528000,1779150654130,1126130,1126130,19256,55,23.41,SAFE,RELIABLE,11.1228130515665,0.39559307636385
P-09X,INTERVENTION,TIKTOK,1779150060000,1779152073188,2013188,1838433,2601,776,91.99,CRITICAL,RELIABLE,45.4156078832237,0.13018475659234
P-12Y,CONTROL,TIKTOK,1779150400000,1779152857608,2457608,2457608,3141,779,99.0,CRITICAL,RELIABLE,84.311853700721,0.375145494003017
P-08Y,CONTROL,INSTAGRAM,1779151063000,1779154315449,3252449,3252449,2517,1297,99.0,CRITICAL,RELIABLE,99.9844502817951,0.112093988390035
P-04Y,CONTROL,INSTAGRAM,1779151951000,1779153932966,1981966,1981966,6208,316,90.25,CRITICAL,SENTIMENT_UNRELIABLE,,0.968983862883701
P-48Y,CONTROL,FACEBOOK,1779152354000,1779152816071,462071,462071,20885,21,0.0,SAFE,RELIABLE,17.5709640758059,0.212062750186194
P-40Y,CONTROL,INSTAGRAM,1779153132000,1779153570733,438733,438733,28219,15,4.5,SAFE,RELIABLE,26.0288301681528,0.162504156300451
P-15X,INTERVENTION,FACEBOOK,1779153767000,1779155453667,1686667,1631765,5564,309,82.0,CRITICAL,RELIABLE,45.9333473693593,0.204678982656557
P-17X,INTERVENTION,TIKTOK,1779154112000,1779155437595,1325595,1321841,7792,172,51.71,WARNING,RELIABLE,30.1979016276938,0.149826159688165
P-10Y,CONTROL,TIKTOK,1779154559000,1779155523131,964131,964131,4057,235,71.96,CRITICAL,SENTIMENT_UNRELIABLE,,0.989029683582639
P-02Y,CONTROL,FACEBOOK,1779154991000,1779156354316,1363316,1363316,5001,274,83.81,CRITICAL,SENTIMENT_UNRELIABLE,,0.75631715626548
P-34Y,CONTROL,INSTAGRAM,1779155307000,1779155847063,540063,540063,22693,26,20.28,SAFE,RELIABLE,27.1169982438373,0.231349977681766
P-05X,INTERVENTION,FACEBOOK,1779155449000,1779156783897,1334897,1285073,5885,224,99.0,CRITICAL,RELIABLE,94.4553863858228,0.192893297108065
P-26Y,CONTROL,FACEBOOK,1779155509000,1779156339270,830270,830270,9876,90,45.86,WARNING,RELIABLE,45.9051916545074,0.378579247156804
P-24Y,CONTROL,INSTAGRAM,1779155702000,1779156144635,442635,442635,13923,31,35.35,WARNING,RELIABLE,53.8369422381563,0.260741237815142
P-14Y,CONTROL,TIKTOK,1779156750000,1779157946541,1196541,1196541,3761,318,83.22,CRITICAL,RELIABLE,60.7286637970378,0.160905897059103
P-50Y,CONTROL,TIKTOK,1779156955000,1779157160581,205581,205581,18058,10,0.0,SAFE,RELIABLE,22.945860711895,0.177170648264592
P-04Y,CONTROL,INSTAGRAM,1779157760000,1779160803844,3043844,3043844,4452,687,99.0,CRITICAL,RELIABLE,72.969255898324,0.119961016440021
P-06Y,CONTROL,TIKTOK,1779158003000,1779159451484,1448484,1448484,2747,531,99.0,CRITICAL,RELIABLE,69.6081206082777,0.135531023432149
P-41X,INTERVENTION,FACEBOOK,1779158174000,1779158577404,403404,403404,26367,20,2.84,SAFE,RELIABLE,22.3851352619257,0.078025621902602
P-37X,INTERVENTION,TIKTOK,1779158302000,1779158532437,230437,230437,17188,15,0.0,SAFE,RELIABLE,14.842176505472,0.107861930715676
P-17X,INTERVENTION,TIKTOK,1779158969000,1779160245308,1276308,1274570,16496,75,42.23,WARNING,RELIABLE,50.8453544684133,0.333213791276769
P-16Y,CONTROL,INSTAGRAM,1779159551000,1779160578768,1027768,1027768,5286,199,70.55,CRITICAL,SENTIMENT_UNRELIABLE,,0.707593716339323
P-45X,INTERVENTION,INSTAGRAM,1779159752000,1779160277652,525652,525652,29030,16,0.0,SAFE,RELIABLE,24.8328955908265,0.324097232738499
P-12Y,CONTROL,FACEBOOK,1779160547000,1779161974954,1427954,1427954,6384,227,82.15,CRITICAL,RELIABLE,62.5630985299114,0.227976810241998
P-22Y,CONTROL,TIKTOK,1779160745000,1779161589199,844199,844199,16778,51,28.26,SAFE,RELIABLE,26.1817201079714,0.103131058857082
P-04Y,CONTROL,TIKTOK,1779160824000,1779163488838,2664838,2664838,4486,595,99.0,CRITICAL,SENTIMENT_UNRELIABLE,,0.899929173219152
P-08Y,CONTROL,TIKTOK,1779161193000,1779163314816,2121816,2121816,2648,801,99.0,CRITICAL,RELIABLE,91.5371812883505,0.419097127642881
P-19X,INTERVENTION,INSTAGRAM,1779161456000,1779162737143,1281143,1229359,8010,160,59.26,WARNING,RELIABLE,57.0099920133365,0.271319917532904
P-05X,INTERVENTION,INSTAGRAM,1779161542000,1779164729462,3187462,3150037,2665,1197,99.0,CRITICAL,RELIABLE,97.9152545158946,0.299422144664024
P-03X,INTERVENTION,TIKTOK,1779161931000,1779165060442,3129442,2982628,6454,482,99.0,CRITICAL,RELIABLE,96.570759731659,0.188086197035555
P-25X,INTERVENTION,INSTAGRAM,1779162216000,1779162837362,621362,575275,8693,75,47.53,WARNING,RELIABLE,53.3993086507915,0.214106286824807
P-16Y,CONTROL,FACEBOOK,1779162560000,1779164480053,1920053,1920053,7000,271,83.23,CRITICAL,RELIABLE,47.8997820782127,0.419259113054859
P-37X,INTERVENTION,FACEBOOK,1779162894000,1779163507115,613115,613115,31995,19,5.67,SAFE,RELIABLE,22.0083180487832,0.224562529581294
P-07X,INTERVENTION,FACEBOOK,1779163539000,1779166114833,2575833,2494683,3979,652,99.0,CRITICAL,RELIABLE,94.3153067849509,0.248084155736947
P-10Y,CONTROL,TIKTOK,1779164078000,1779165569294,1491294,1491294,4673,321,89.2,CRITICAL,RELIABLE,71.7977801023135,0.184824342782651
P-08Y,CONTROL,INSTAGRAM,1779164983000,1779167556270,2573270,2573270,2056,1255,99.0,CRITICAL,RELIABLE,80.6771809542464,0.294190385496806
P-05X,INTERVENTION,INSTAGRAM,1779165500000,1779166982640,1482640,1316752,2226,670,99.0,CRITICAL,RELIABLE,89.1100449344461,0.165565722683079
P-25X,INTERVENTION,INSTAGRAM,1779166655000,1779168082580,1427580,1397619,13886,102,37.66,WARNING,RELIABLE,17.5238392348666,0.343238003096214
P-03X,INTERVENTION,TIKTOK,1779166702000,1779169543987,2841987,2672092,3644,777,99.0,CRITICAL,RELIABLE,74.3515051659218,0.335820764711857
P-35X,INTERVENTION,TIKTOK,1779166774000,1779167166834,392834,392834,15890,28,23.72,SAFE,RELIABLE,43.7029926386366,0.254268329838855
P-11X,INTERVENTION,INSTAGRAM,1779166930000,1779167910665,980665,915008,4247,227,88.59,CRITICAL,RELIABLE,89.8378835843385,0.160960955378965
P-08Y,CONTROL,INSTAGRAM,1779167358000,1779168695714,1337714,1337714,4824,275,89.58,CRITICAL,RELIABLE,55.6159932312824,0.164986446437323
P-24Y,CONTROL,FACEBOOK,1779167814000,1779168333029,519029,519029,9877,53,45.62,WARNING,RELIABLE,58.8429239842554,0.114433585340635
P-27X,INTERVENTION,FACEBOOK,1779168249000,1779168793934,544934,492082,12433,48,35.36,WARNING,RELIABLE,40.6422418233879,0.090620395540313
P-28Y,CONTROL,INSTAGRAM,1779168791000,1779170194428,1403428,1403428,6040,229,53.42,WARNING,RELIABLE,21.8630647687135,0.044680997239689
P-11X,INTERVENTION,FACEBOOK,1779168886000,1779171178120,2292120,2128209,4698,486,99.0,CRITICAL,RELIABLE,73.6425287760661,0.399943300973501
P-15X,INTERVENTION,INSTAGRAM,1779169002000,1779170327849,1325849,1151557,4951,264,84.92,CRITICAL,RELIABLE,67.317644869374,0.414286135450251
P-50Y,CONTROL,TIKTOK,1779169138000,1779169694946,556946,556946,22272,22,0.0,SAFE,RELIABLE,13.810147070895,0.29261590942518
P-06Y,CONTROL,FACEBOOK,1779169177000,1779171692954,2515954,2515954,5743,435,98.64,CRITICAL,SENTIMENT_UNRELIABLE,,0.647728552024223
P-19X,INTERVENTION,INSTAGRAM,1779169256000,1779169822900,566900,566900,16633,36,27.98,SAFE,SENTIMENT_UNRELIABLE,,0.882755829689733
P-07X,INTERVENTION,TIKTOK,1779170300000,1779173867485,3567485,3482714,2387,1495,99.0,CRITICAL,RELIABLE,72.5304308942077,0.306807034750094
P-02Y,CONTROL,INSTAGRAM,1779170450000,1779172641113,2191113,2191113,1887,1158,99.0,CRITICAL,SENTIMENT_UNRELIABLE,,0.648975329079097
P-14Y,CONTROL,INSTAGRAM,1779170562000,1779171966720,1404720,1404720,8067,176,70.64,CRITICAL,SENTIMENT_UNRELIABLE,,0.744951684168458
P-23X,INTERVENTION,FACEBOOK,1779170782000,1779171788186,1006186,955426,11973,90,40.21,WARNING,RELIABLE,32.7999091479786,0.190206819104949
P-19X,INTERVENTION,TIKTOK,1779170995000,1779171564680,569680,569680,13548,43,25.48,SAFE,RELIABLE,15.1891792663393,0.141656802399663
P-09X,INTERVENTION,TIKTOK,1779171130000,1779171890133,760133,740064,5903,132,81.5,CRITICAL,RELIABLE,87.1019393481939,0.402749859883374
P-47X,INTERVENTION,TIKTOK,1779171367000,1779171673041,306041,306041,24556,14,0.0,SAFE,RELIABLE,15.2988483243788,0.280460369728327
P-16Y,CONTROL,TIKTOK,1779171433000,1779173051960,1618960,1618960,8857,180,83.57,CRITICAL,RELIABLE,73.1037384189288,0.411396911597863
P-03X,INTERVENTION,TIKTOK,1779171469000,1779175153200,3684200,3613853,4492,820,99.0,CRITICAL,RELIABLE,73.0806137130816,0.365864988141209
P-05X,INTERVENTION,TIKTOK,1779171479000,1779172714545,1235545,1121621,4087,304,83.73,CRITICAL,SENTIMENT_UNRELIABLE,,0.750959865257256
P-02Y,CONTROL,INSTAGRAM,1779171999000,1779173545772,1546772,1546772,2496,621,99.0,CRITICAL,RELIABLE,76.3753164382997,0.064495955954164
P-21X,INTERVENTION,FACEBOOK,1779172546000,1779173232400,686400,668723,11278,60,38.51,WARNING,SENTIMENT_UNRELIABLE,,0.783836464459355
P-15X,INTERVENTION,TIKTOK,1779172554000,1779173658363,1104363,969570,4009,275,79.39,CRITICAL,RELIABLE,54.2758115911897,0.209945826639443
P-07X,INTERVENTION,INSTAGRAM,1779172736000,1779174238723,1502723,1323007,6495,229,92.2,CRITICAL,RELIABLE,66.345926442781,0.054196158741303
P-48Y,CONTROL,INSTAGRAM,1779173153000,1779173734312,581312,581312,26507,24,0.0,SAFE,RELIABLE,23.4872639424798,0.370754807858086
P-17X,INTERVENTION,TIKTOK,1779173314000,1779173982057,668057,668057,16694,44,22.58,SAFE,RELIABLE,16.1901534697761,0.226359201336751
P-46Y,CONTROL,TIKTOK,1779173357000,1779173793756,436756,436756,26179,20,0.0,SAFE,RELIABLE,14.4292784373104,0.319728760116651
P-03X,INTERVENTION,INSTAGRAM,1779174083000,1779175829457,1746457,1610758,3303,534,99.0,CRITICAL,RELIABLE,96.6742892034539,0.413046303312378
P-12Y,CONTROL,TIKTOK,1779174114000,1779174978750,864750,864750,5186,165,68.45,CRITICAL,SENTIMENT_UNRELIABLE,,0.829288438807927
P-09X,INTERVENTION,INSTAGRAM,1779175807000,1779177376558,1569558,1405889,8726,185,75.5,CRITICAL,RELIABLE,49.2998988076486,0.404301244212044
P-18Y,CONTROL,INSTAGRAM,1779176009000,1779176958714,949714,949714,7007,134,52.54,WARNING,RELIABLE,44.7211676044058,0.170948556656214
P-20Y,CONTROL,INSTAGRAM,1779176789000,1779177743600,954600,954600,13269,73,45.17,WARNING,RELIABLE,58.1792302112949,0.206678268595259
P-01X,INTERVENTION,TIKTOK,1779177413000,1779180869441,3456441,3309897,5520,625,99.0,CRITICAL,SENTIMENT_UNRELIABLE,,0.635193029774281
P-10Y,CONTROL,INSTAGRAM,1779177531000,1779178844300,1313300,1313300,5428,243,83.82,CRITICAL,RELIABLE,67.2310781383462,0.077606967879541
P-30Y,CONTROL,TIKTOK,1779177760000,1779178727547,967547,967547,14988,65,24.3,SAFE,RELIABLE,14.9550648933322,0.3307136695236
P-45X,INTERVENTION,INSTAGRAM,1779177887000,1779178118997,231997,231997,21199,8,0.0,SAFE,RELIABLE,15.2982164897375,0.109487485433134
P-15X,INTERVENTION,TIKTOK,1779177978000,1779180063384,2085384,1929471,5301,393,92.73,CRITICAL,RELIABLE,60.3638276914356,0.40168638775349
P-16Y,CONTROL,TIKTOK,1779178459000,1779179820171,1361171,1361171,2684,504,91.23,CRITICAL,RELIABLE,72.1987607123846,0.175468162088582
P-04Y,CONTROL,INSTAGRAM,1779178816000,1779180848524,2032524,2032524,1928,1058,98.99,CRITICAL,SENTIMENT_UNRELIABLE,,0.968638398652266
P-47X,INTERVENTION,INSTAGRAM,1779179191000,1779179590061,399061,399061,13729,32,0.0,SAFE,RELIABLE,1.9744594885965,0.294788356517737
P-25X,INTERVENTION,TIKTOK,1779179376000,1779180367916,991916,909172,9446,106,44.23,WARNING,RELIABLE,31.2013747093141,0.302528177406501
P-03X,INTERVENTION,TIKTOK,1779180039000,1779181204862,1165862,1034820,4635,253,95.7,CRITICAL,RELIABLE,81.2069219258413,0.069129801194837
P-27X,INTERVENTION,FACEBOOK,1779180255000,1779180814390,559390,500361,12581,50,39.73,WARNING,RELIABLE,54.5227616094292,0.36375648320074
P-21X,INTERVENTION,TIKTOK,1779181215000,1779182275324,1060324,1028485,13138,85,43.98,WARNING,RELIABLE,49.0412570084433,0.317227422775578
P-01X,INTERVENTION,FACEBOOK,1779181639000,1779184141969,2502969,2333123,6612,375,99.0,CRITICAL,RELIABLE,78.6429763973201,0.089249030108745
P-07X,INTERVENTION,TIKTOK,1779181647000,1779182791645,1144645,1089241,6480,173,77.96,CRITICAL,SENTIMENT_UNRELIABLE,,0.645288918028544
P-17X,INTERVENTION,FACEBOOK,1779181703000,1779182642717,939717,926337,15988,58,37.0,WARNING,RELIABLE,49.2212250074127,0.135720839287941
P-23X,INTERVENTION,INSTAGRAM,1779182076000,1779182869762,793762,759785,11990,71,43.74,WARNING,RELIABLE,53.2919697534542,0.166738359877846
P-14Y,CONTROL,TIKTOK,1779182545000,1779183332183,787183,787183,4459,181,68.72,CRITICAL,SENTIMENT_UNRELIABLE,,0.564576574514468
P-12Y,CONTROL,FACEBOOK,1779183873000,1779184967135,1094135,1094135,4080,273,73.75,CRITICAL,SENTIMENT_UNRELIABLE,,0.606639566329245
P-45X,INTERVENTION,TIKTOK,1779184073000,1779184440712,367712,367712,30349,11,0.0,SAFE,RELIABLE,19.0497513017716,0.188764064465487
P-11X,INTERVENTION,INSTAGRAM,1779184143000,1779184948131,805131,632720,5338,149,72.4,CRITICAL,RELIABLE,53.373738419071,0.267719097434126
P-19X,INTERVENTION,INSTAGRAM,1779184176000,1779184807452,631452,615965,6462,97,42.0,WARNING,RELIABLE,22.6060146453543,0.263991165559069
P-02Y,CONTROL,INSTAGRAM,1779184534000,1779187506220,2972220,2972220,2761,1073,99.0,CRITICAL,RELIABLE,84.4268234847636,0.369076086011531
P-01X,INTERVENTION,INSTAGRAM,1779185566000,1779188713924,3147924,3101634,3294,958,99.0,CRITICAL,RELIABLE,76.2457211366154,0.131199519797716
P-22Y,CONTROL,FACEBOOK,1779185852000,1779186727352,875352,875352,7385,116,54.04,WARNING,RELIABLE,54.8861540699753,0.071340113479449
P-41X,INTERVENTION,TIKTOK,1779186023000,1779186163820,140820,140820,22175,3,0.0,SAFE,RELIABLE,19.9437798317147,0.339820511981426
P-04Y,CONTROL,INSTAGRAM,1779186367000,1779188377250,2010250,2010250,2969,682,99.0,CRITICAL,RELIABLE,79.687494746551,0.122219042424645
P-47X,INTERVENTION,FACEBOOK,1779186711000,1779187179376,468376,468376,17855,27,0.0,SAFE,RELIABLE,14.0225892594103,0.413219100305766
P-11X,INTERVENTION,FACEBOOK,1779187414000,1779188137159,723159,625561,6766,110,69.41,CRITICAL,RELIABLE,55.990836641389,0.096014783912418
P-14Y,CONTROL,TIKTOK,1779187928000,1779190238170,2310170,2310170,7680,297,86.81,CRITICAL,RELIABLE,45.9419687033201,0.283028697772391
P-01X,INTERVENTION,TIKTOK,1779188220000,1779189515778,1295778,1246182,2201,588,88.11,CRITICAL,SENTIMENT_UNRELIABLE,,0.552008467320268
P-13X,INTERVENTION,TIKTOK,1779188471000,1779191365255,2894255,2813594,8303,352,91.72,CRITICAL,RELIABLE,47.7736249005127,0.072606433742793
P-34Y,CONTROL,TIKTOK,1779188767000,1779189684995,917995,917995,10745,84,35.7,WARNING,RELIABLE,27.8955587163931,0.100365299389786
P-18Y,CONTROL,FACEBOOK,1779189345000,1779189955093,610093,610093,13027,47,29.44,SAFE,RELIABLE,22.7321847717125,0.05072820616211
P-28Y,CONTROL,FACEBOOK,1779190434000,1779190990213,556213,556213,15645,36,29.21,SAFE,RELIABLE,39.7321971290627,0.104073331866014
P-18Y,CONTROL,INSTAGRAM,1779190791000,1779191326099,535099,535099,15856,33,34.61,WARNING,RELIABLE,58.7630445568487,0.396135200116148
P-16Y,CONTROL,FACEBOOK,1779190799000,1779191710458,911458,911458,7146,124,71.38,CRITICAL,RELIABLE,56.111848880355,0.215463555847667
P-30Y,CONTROL,INSTAGRAM,1779190828000,1779191460493,632493,632493,11567,53,37.04,WARNING,RELIABLE,49.4461542583641,0.252152967580268
P-26Y,CONTROL,INSTAGRAM,1779191045000,1779191552933,507933,507933,14124,35,30.89,SAFE,RELIABLE,38.2048564189538,0.278006277440696
P-10Y,CONTROL,INSTAGRAM,1779191077000,1779193055833,1978833,1978833,3802,524,99.0,CRITICAL,RELIABLE,90.468493409206,0.338978848291964
P-13X,INTERVENTION,TIKTOK,1779191219000,1779192350564,1131564,1087122,7828,147,75.25,CRITICAL,RELIABLE,62.5103517479345,0.398208111311481
P-12Y,CONTROL,INSTAGRAM,1779191977000,1779192856752,879752,879752,5915,146,67.29,CRITICAL,SENTIMENT_UNRELIABLE,,0.909010734888709
P-29X,INTERVENTION,INSTAGRAM,1779192474000,1779193153433,679433,679433,22179,27,24.68,SAFE,RELIABLE,34.7318303980257,0.097466845043829
P-23X,INTERVENTION,INSTAGRAM,1779193777000,1779194515495,738495,666673,6263,120,54.79,WARNING,RELIABLE,56.6814258382187,0.165409150080576
P-29X,INTERVENTION,TIKTOK,1779194555000,1779195464431,909431,834046,21464,44,33.94,WARNING,RELIABLE,53.5685225080209,0.200282743766994
P-06Y,CONTROL,INSTAGRAM,1779194793000,1779197467910,2674910,2674910,2648,1009,99.0,CRITICAL,RELIABLE,73.5863409346014,0.298000012159092
P-20Y,CONTROL,TIKTOK,1779195713000,1779196137546,424546,424546,12860,31,38.88,WARNING,RELIABLE,59.4209720445611,0.178833480519213
P-12Y,CONTROL,TIKTOK,1779197480000,1779198400751,920751,920751,3487,267,72.42,CRITICAL,SENTIMENT_UNRELIABLE,,0.612729339797669
P-05X,INTERVENTION,FACEBOOK,1779197565000,1779198836467,1271467,1204053,1894,677,99.0,CRITICAL,RELIABLE,87.9747165599413,0.228754535279694
P-35X,INTERVENTION,TIKTOK,1779197699000,1779198594763,895763,810684,9176,96,41.4,WARNING,SENTIMENT_UNRELIABLE,,0.820493665501536
P-13X,INTERVENTION,INSTAGRAM,1779198081000,1779199972737,1891737,1835051,8307,227,77.05,CRITICAL,SENTIMENT_UNRELIABLE,,0.611008869294028
P-01X,INTERVENTION,FACEBOOK,1779198413000,1779199669597,1256597,1083273,3237,390,96.38,CRITICAL,RELIABLE,71.1497141074979,0.047752975982465
P-08Y,CONTROL,TIKTOK,1779198505000,1779200490663,1985663,1985663,5208,379,99.0,CRITICAL,RELIABLE,73.4983196211117,0.145767556797329
P-02Y,CONTROL,TIKTOK,1779199330000,1779202773002,3443002,3443002,5269,652,99.0,CRITICAL,RELIABLE,56.2171071027429,0.336292479947095
P-33X,INTERVENTION,FACEBOOK,1779199757000,1779200115116,358116,358116,9828,33,26.91,SAFE,RELIABLE,19.6695313397181,0.051787290355202
P-24Y,CONTROL,INSTAGRAM,1779199945000,1779200962573,1017573,1017573,7157,139,50.9,WARNING,SENTIMENT_UNRELIABLE,,0.626352355810988
P-15X,INTERVENTION,FACEBOOK,1779200054000,1779201108009,1054009,992871,5606,187,76.41,CRITICAL,RELIABLE,56.5120655319214,0.353016121559931
